Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT/ACT,College,Admitted,Enrolled,College_GPA
427,6,6,M,0,1,3.95,1170,Business & Economics,Yes,Yes,2.496
428,3,3,M,1,0,4.11,1280,Business & Economics,Yes,Yes,3.500
429,6,4,M,1,0,4.23,1260,Arts & Letters,Yes,Yes,3.351
430,7,6,M,1,0,4.05,1320,Arts & Letters,No,Yes,3.131
431,3,4,F,1,0,3.52,1130,Arts & Letters,No,No,
432,4,6,M,1,0,4.09,1130,Arts & Letters,Yes,Yes,3.699
433,1,1,F,0,0,3.14,900,Arts & Letters,No,No,
434,4,6,F,1,0,4.23,1160,Math & Science,No,No,
435,6,7,M,1,0,4.20,1430,Math & Science,Yes,Yes,3.631
436,3,6,M,1,0,3.14,950,Arts & Letters,No,No,
437,4,7,M,1,0,3.23,1230,Arts & Letters,No,No,
438,3,3,M,1,0,3.90,1290,Math & Science,No,No,
439,3,6,M,1,0,3.83,980,Arts & Letters,No,No,
440,7,7,M,1,0,4.27,1260,Arts & Letters,Yes,Yes,4.000
441,7,6,M,0,0,2.95,1330,Math & Science,No,No,
442,7,6,M,1,0,3.25,1120,Math & Science,Yes,Yes,2.830
443,6,7,F,1,0,3.52,1300,Arts & Letters,No,No,
444,6,6,F,1,0,2.95,1310,Arts & Letters,No,No,
445,7,7,F,1,0,3.52,1290,Arts & Letters,No,No,
446,7,7,F,1,0,3.80,1380,Math & Science,No,No,
447,3,6,M,0,1,2.52,1200,Math & Science,No,No,
448,7,6,M,0,0,3.90,1290,Math & Science,Yes,Yes,2.953
449,7,7,F,0,0,3.00,950,Arts & Letters,No,No,
450,6,4,M,1,0,3.78,1260,Math & Science,Yes,Yes,3.678
451,6,6,M,1,0,4.27,1550,Math & Science,Yes,No,
452,6,6,F,1,0,3.86,1370,Arts & Letters,No,No,
453,3,4,M,0,0,3.48,1330,Math & Science,No,No,
454,7,7,M,1,0,4.05,1310,Arts & Letters,Yes,Yes,3.878
455,4,4,F,1,0,3.90,1230,Arts & Letters,No,No,
456,2,2,M,0,0,3.23,910,Business & Economics,No,No,
457,3,6,M,1,0,3.88,1140,Arts & Letters,Yes,Yes,3.374
458,7,4,M,1,0,2.92,940,Math & Science,No,No,
459,4,4,F,1,0,3.50,1310,Business & Economics,No,No,
460,6,6,F,0,0,3.91,1190,Math & Science,No,No,
461,4,4,F,1,0,3.31,1080,Math & Science,No,No,
462,7,7,M,1,0,3.32,1220,Math & Science,Yes,Yes,2.992
463,4,7,M,0,1,3.67,1190,Arts & Letters,No,Yes,3.288
464,6,6,F,1,0,3.70,1190,Arts & Letters,No,No,
465,7,7,M,1,0,3.75,1310,Arts & Letters,No,No,
466,6,7,F,1,0,4.20,1430,Math & Science,Yes,No,
467,3,3,F,1,0,3.30,1170,Arts & Letters,No,No,
468,5,5,M,1,0,3.32,1270,Math & Science,No,No,
469,6,6,F,0,0,3.50,1080,Math & Science,No,No,
470,7,4,M,1,0,3.70,1180,Math & Science,No,No,
471,3,3,M,0,0,4.30,1270,Math & Science,No,No,
472,6,7,M,1,0,3.83,1110,Business & Economics,No,No,
473,6,4,F,0,0,4.35,1460,Math & Science,Yes,No,
474,4,7,F,0,0,4.36,1360,Math & Science,Yes,No,
475,6,6,M,0,0,3.50,1300,Arts & Letters,No,No,
476,7,6,M,1,0,3.55,1260,Math & Science,Yes,No,
477,7,7,M,1,0,3.90,1360,Business & Economics,Yes,No,
478,7,6,F,1,0,4.20,1440,Arts & Letters,Yes,No,
479,6,6,F,0,0,3.88,1150,Math & Science,Yes,No,
480,6,4,M,1,0,3.35,1400,Arts & Letters,No,No,
481,6,6,M,1,0,2.95,1210,Business & Economics,No,No,
482,6,6,F,1,0,3.70,1270,Business & Economics,Yes,No,
483,3,6,M,0,0,3.35,1340,Business & Economics,Yes,No,
484,7,6,F,1,0,4.25,1290,Business & Economics,Yes,No,
485,7,7,F,1,0,4.12,1300,Math & Science,Yes,No,
486,7,6,M,1,0,3.36,1140,Business & Economics,No,No,
487,3,4,F,1,0,3.30,1080,Arts & Letters,No,No,
488,6,6,F,1,0,4.15,1170,Business & Economics,Yes,No,
489,6,3,M,1,0,4.23,1340,Math & Science,No,No,
490,3,6,M,1,0,3.59,1180,Arts & Letters,Yes,Yes,2.854
491,4,7,M,1,0,3.45,1250,Arts & Letters,No,No,
492,3,7,M,1,0,3.86,1110,Math & Science,Yes,Yes,0.757
493,6,6,F,0,0,3.59,1280,Arts & Letters,No,No,
494,7,7,M,1,0,3.95,1410,Business & Economics,Yes,No,
495,4,6,M,1,0,4.33,1540,Math & Science,Yes,Yes,3.245
496,4,6,M,1,0,4.30,1280,Math & Science,Yes,Yes,3.182
497,7,7,M,1,0,4.00,1400,Arts & Letters,No,No,
498,7,7,M,1,0,2.70,950,Math & Science,No,No,
499,6,7,F,1,0,3.29,1380,Business & Economics,No,No,
500,6,4,F,1,0,3.10,1060,Arts & Letters,No,No,
501,4,4,M,1,0,4.00,1260,Math & Science,Yes,Yes,2.926
502,7,7,M,0,1,4.17,1290,Math & Science,Yes,No,
503,3,4,F,0,0,4.25,1520,Math & Science,Yes,No,
504,6,6,M,1,0,3.75,1190,Business & Economics,Yes,Yes,2.691
505,7,7,M,0,0,3.35,990,Math & Science,No,No,
506,7,6,F,1,0,3.38,1370,Arts & Letters,No,No,
507,6,6,F,1,0,3.59,1040,Arts & Letters,No,No,
508,6,1,M,0,0,3.71,930,Business & Economics,Yes,Yes,3.024
509,7,4,M,1,0,4.09,1560,Math & Science,Yes,No,
510,7,6,M,1,0,4.40,1600,Math & Science,Yes,No,
511,6,6,M,1,0,4.30,1380,Arts & Letters,No,No,
512,7,6,M,1,0,3.79,1370,Business & Economics,Yes,Yes,3.376
513,3,4,F,1,0,4.12,1020,Math & Science,No,No,
514,7,7,M,1,0,3.65,1180,Arts & Letters,No,No,
515,7,6,M,0,0,3.41,1000,Arts & Letters,No,No,
516,6,7,F,1,0,3.97,1170,Business & Economics,Yes,No,
517,4,3,M,0,0,3.24,1140,Math & Science,Yes,No,
518,7,6,F,1,0,3.55,1280,Business & Economics,No,No,
519,4,6,F,1,0,3.90,1460,Math & Science,Yes,No,
520,4,4,M,1,0,4.27,1310,Math & Science,Yes,No,
521,3,6,F,0,1,2.96,810,Math & Science,No,No,
522,7,5,F,1,0,4.12,1150,Arts & Letters,No,No,
523,7,7,F,0,0,3.64,1180,Math & Science,No,No,
524,4,5,M,0,1,4.14,1250,Business & Economics,Yes,Yes,3.474
525,6,4,M,1,0,3.73,1420,Math & Science,Yes,Yes,3.813
526,6,6,M,1,0,4.09,1240,Business & Economics,No,No,
527,6,6,F,1,0,3.48,1240,Arts & Letters,No,No,
528,6,6,M,1,0,3.95,1370,Arts & Letters,No,Yes,3.680
529,7,4,M,1,0,3.20,1100,Math & Science,No,No,
530,4,4,M,0,0,3.36,1190,Math & Science,No,No,
531,6,6,F,1,0,4.33,1460,Arts & Letters,Yes,No,
532,4,7,F,1,0,4.07,1380,Math & Science,Yes,No,
533,6,7,M,0,0,3.00,1490,Math & Science,No,No,
534,3,6,F,0,0,3.60,1200,Business & Economics,No,No,
535,7,6,F,1,0,3.94,1140,Business & Economics,No,No,
536,6,3,M,0,0,3.45,1060,Math & Science,No,No,
537,1,1,F,0,1,4.42,1170,Math & Science,Yes,No,
538,7,6,M,1,0,3.85,1280,Business & Economics,Yes,Yes,2.094
539,4,5,F,1,0,3.86,1250,Math & Science,No,No,
540,7,6,M,1,0,4.17,1300,Math & Science,Yes,No,
541,7,6,F,1,0,3.67,1270,Math & Science,No,No,
542,6,6,M,0,0,3.52,1160,Business & Economics,No,No,
543,2,3,F,0,0,3.76,1210,Arts & Letters,No,No,
544,7,3,F,1,0,3.59,1210,Arts & Letters,No,No,
545,4,7,F,1,0,3.92,1340,Arts & Letters,No,No,
546,6,6,M,1,0,3.10,1100,Math & Science,No,No,
547,5,6,F,0,1,4.00,1100,Arts & Letters,Yes,No,
548,7,7,M,1,0,4.21,1270,Arts & Letters,No,No,
549,6,6,M,0,0,3.43,1000,Business & Economics,No,No,
550,4,6,F,0,0,3.75,1390,Math & Science,No,No,
551,5,6,M,0,0,3.35,1110,Math & Science,No,No,
552,6,6,F,1,0,3.89,940,Arts & Letters,No,No,
553,7,5,M,1,0,4.17,1190,Arts & Letters,No,Yes,3.788
554,4,4,F,1,0,3.72,1320,Math & Science,No,No,
555,6,6,F,1,0,4.04,1320,Arts & Letters,Yes,No,
556,6,4,M,0,0,3.62,1180,Math & Science,Yes,Yes,3.230
557,7,6,F,0,0,4.22,1200,Arts & Letters,Yes,No,
558,6,6,M,1,0,3.20,1150,Arts & Letters,No,No,
559,4,7,M,1,0,3.91,1190,Arts & Letters,Yes,Yes,2.686
560,6,5,M,1,0,3.73,1300,Math & Science,Yes,No,
561,7,6,F,1,0,3.33,1200,Arts & Letters,No,No,
562,7,6,F,1,0,3.50,1210,Business & Economics,Yes,No,
563,6,7,F,1,0,3.60,1170,Math & Science,No,No,
564,6,7,M,1,0,3.19,1090,Business & Economics,No,No,
565,6,4,M,1,0,4.35,1210,Math & Science,Yes,Yes,3.830
566,2,3,F,0,0,4.00,1350,Business & Economics,Yes,No,
567,5,6,M,0,0,3.95,1110,Arts & Letters,Yes,Yes,3.036
568,6,4,F,0,0,3.54,950,Math & Science,No,No,
569,6,6,M,0,0,3.36,1330,Arts & Letters,No,No,
570,7,5,M,0,1,3.00,970,Business & Economics,No,No,
571,4,6,F,1,0,3.16,1070,Arts & Letters,No,No,
572,4,6,F,1,0,3.27,1110,Math & Science,No,No,
573,3,3,M,0,0,3.83,1440,Business & Economics,Yes,Yes,3.823
574,6,7,M,1,0,3.25,1300,Arts & Letters,No,No,
575,7,6,F,0,1,4.08,1340,Math & Science,Yes,No,
576,7,5,M,1,0,2.86,920,Math & Science,No,Yes,2.722
577,3,7,M,1,0,4.00,1320,Business & Economics,Yes,Yes,3.028
578,7,7,M,1,0,3.83,1280,Math & Science,No,No,
579,7,3,F,1,0,3.62,1060,Arts & Letters,No,No,
580,6,4,M,1,0,3.76,1260,Arts & Letters,Yes,No,
581,7,7,M,1,0,3.95,1270,Business & Economics,Yes,Yes,3.066
582,4,5,M,1,0,3.84,1440,Math & Science,Yes,Yes,3.306
583,7,6,F,1,0,3.55,1070,Arts & Letters,No,No,
584,7,7,M,1,0,3.64,1230,Arts & Letters,Yes,Yes,3.347
585,7,7,F,1,0,3.95,1480,Math & Science,Yes,No,
586,4,5,F,0,1,3.55,1150,Arts & Letters,No,No,
587,7,6,F,1,0,4.27,1120,Math & Science,Yes,No,
588,7,6,M,1,0,4.21,1190,Math & Science,Yes,Yes,3.704
589,7,6,M,0,1,3.50,1180,Math & Science,No,No,
590,3,2,M,1,0,3.88,1160,Arts & Letters,No,No,
591,7,6,F,1,0,4.23,1160,Math & Science,Yes,No,
592,4,4,M,0,0,3.46,1120,Arts & Letters,No,No,
593,4,5,F,0,0,3.95,1240,Math & Science,Yes,No,
594,4,7,M,1,0,4.14,1350,Arts & Letters,Yes,No,
595,7,7,M,0,0,3.41,1280,Math & Science,No,No,
596,7,6,M,1,0,3.45,1230,Arts & Letters,No,No,
597,4,4,M,1,0,3.94,1150,Arts & Letters,No,Yes,2.865
598,6,7,M,1,0,3.60,1370,Business & Economics,No,Yes,3.132
599,6,6,M,1,0,3.95,1250,Business & Economics,Yes,Yes,3.136
600,6,7,M,1,0,4.15,1370,Arts & Letters,No,Yes,2.504
601,6,6,M,1,0,3.17,1290,Math & Science,No,No,
602,6,6,F,1,0,3.41,1050,Math & Science,No,No,
603,7,6,M,1,0,3.85,1350,Math & Science,No,No,
604,5,5,M,1,0,3.85,1500,Math & Science,Yes,Yes,2.704
605,3,6,F,1,0,3.64,1290,Business & Economics,No,No,
606,7,7,F,1,0,3.48,1390,Business & Economics,Yes,No,
607,7,7,M,0,1,3.88,1130,Arts & Letters,Yes,No,
608,6,6,M,0,0,3.29,1280,Math & Science,Yes,Yes,2.979
609,7,6,M,1,0,4.30,1470,Arts & Letters,No,No,
610,7,7,M,1,0,3.73,1520,Arts & Letters,Yes,No,
611,6,4,M,1,0,3.77,1210,Arts & Letters,No,Yes,2.970
612,7,4,F,0,0,3.62,930,Arts & Letters,No,No,
613,7,7,M,1,0,3.73,1300,Math & Science,Yes,Yes,2.818
614,6,5,F,1,0,4.00,1260,Business & Economics,Yes,No,
615,6,5,M,0,0,3.29,1090,Business & Economics,No,No,
616,7,7,F,0,0,3.96,1310,Arts & Letters,Yes,No,
617,6,7,M,1,0,4.12,1290,Math & Science,Yes,Yes,2.929
618,6,7,F,0,1,3.48,1090,Arts & Letters,No,No,
619,7,6,F,1,0,3.39,1400,Arts & Letters,No,No,
620,7,7,M,1,0,3.62,1230,Business & Economics,No,No,
621,4,6,F,0,0,3.58,1100,Arts & Letters,Yes,No,
622,7,6,M,1,0,4.17,1170,Math & Science,Yes,Yes,3.302
623,7,7,M,1,0,3.40,1050,Business & Economics,No,No,
624,6,3,M,1,0,4.04,1250,Math & Science,No,No,
625,1,1,F,0,0,4.40,1110,Math & Science,Yes,No,
626,2,2,M,0,0,4.00,950,Arts & Letters,Yes,Yes,3.381
627,6,6,M,0,0,3.90,1100,Math & Science,No,No,
628,7,6,M,1,0,3.47,930,Math & Science,No,No,
629,7,7,M,1,0,4.33,1290,Math & Science,Yes,Yes,3.470
630,6,6,M,1,0,3.56,1050,Arts & Letters,No,No,
631,4,7,M,1,0,4.05,1100,Business & Economics,Yes,Yes,3.078
632,7,7,M,1,0,3.52,1180,Business & Economics,No,No,
633,6,7,M,0,1,3.00,1020,Business & Economics,No,No,
634,6,7,F,1,0,3.36,1200,Math & Science,No,No,
635,7,6,M,1,0,4.00,1400,Business & Economics,Yes,No,
636,4,7,M,1,0,4.05,1410,Business & Economics,Yes,Yes,3.325
637,7,7,M,1,0,3.33,1380,Math & Science,No,No,
638,3,3,M,1,0,3.65,1400,Math & Science,No,No,
639,4,6,M,0,0,3.64,1070,Math & Science,Yes,Yes,3.336
640,3,6,M,0,0,3.50,1320,Business & Economics,No,No,
641,7,4,M,1,0,3.77,1370,Math & Science,Yes,Yes,2.787
642,6,6,M,0,1,3.85,1190,Math & Science,Yes,No,
643,6,6,M,1,0,3.62,1230,Business & Economics,No,No,
644,3,2,M,0,0,3.73,1090,Business & Economics,Yes,No,
645,4,4,M,1,0,3.75,1190,Math & Science,Yes,Yes,3.028
646,7,6,F,0,1,4.14,1280,Business & Economics,No,No,
647,7,7,M,1,0,3.81,1410,Math & Science,No,No,
648,6,6,M,1,0,4.27,1540,Business & Economics,Yes,Yes,3.764
649,6,7,F,1,0,3.73,1130,Arts & Letters,No,No,
650,1,2,F,0,0,3.35,1010,Arts & Letters,No,No,
651,7,6,M,1,0,3.58,1270,Arts & Letters,No,Yes,3.219
652,5,6,F,1,0,3.60,1120,Math & Science,No,No,
653,6,6,F,1,0,4.12,1190,Arts & Letters,Yes,No,
654,6,6,M,1,0,3.62,1280,Arts & Letters,Yes,Yes,3.362
655,7,4,M,1,0,3.35,1260,Math & Science,No,No,
656,2,7,F,1,0,3.60,1150,Math & Science,No,No,
657,6,6,F,1,0,3.09,1140,Business & Economics,No,No,
658,7,7,M,1,0,3.88,1230,Math & Science,No,No,
659,6,6,M,1,0,3.54,1360,Math & Science,No,No,
660,7,6,F,0,0,4.15,1300,Math & Science,Yes,No,
661,4,7,M,1,0,3.40,1310,Math & Science,No,No,
662,5,7,M,0,0,2.72,990,Arts & Letters,No,No,
663,4,4,F,0,1,3.92,1190,Math & Science,No,No,
664,3,3,F,0,1,4.18,1270,Math & Science,Yes,No,
665,6,6,F,0,1,4.17,1410,Math & Science,Yes,No,
666,6,6,M,0,1,3.27,1290,Business & Economics,No,No,
667,7,7,F,0,0,4.32,1410,Arts & Letters,Yes,No,
668,6,6,F,1,0,4.12,1280,Business & Economics,Yes,No,
669,4,6,F,0,1,4.04,1330,Arts & Letters,Yes,No,
670,2,3,F,0,0,3.73,1000,Math & Science,No,No,
671,6,3,M,1,0,3.72,1350,Business & Economics,Yes,No,
672,3,5,M,1,0,2.85,1090,Math & Science,No,No,
673,2,2,F,0,1,4.23,1190,Math & Science,Yes,No,
674,3,6,F,0,1,3.46,1250,Arts & Letters,No,No,
675,6,4,F,0,1,4.17,1380,Math & Science,Yes,No,
676,4,7,F,1,0,4.00,1260,Math & Science,No,No,
677,1,1,F,0,0,2.67,770,Arts & Letters,No,No,
678,1,1,F,0,0,3.65,880,Math & Science,No,No,
679,6,4,F,0,0,4.00,1300,Arts & Letters,No,No,
680,2,1,M,0,0,3.86,1090,Arts & Letters,Yes,No,
681,6,6,M,0,0,3.00,1020,Math & Science,No,No,
682,4,3,F,0,0,3.75,1170,Math & Science,No,No,
683,2,2,M,1,0,4.15,1550,Math & Science,Yes,No,
684,3,5,F,0,0,3.87,1330,Arts & Letters,No,No,
685,3,3,M,0,0,3.92,1200,Math & Science,Yes,No,
686,2,6,M,0,0,2.60,770,Arts & Letters,No,No,
687,3,4,F,1,0,2.50,950,Arts & Letters,No,No,
688,2,5,M,0,0,4.07,1230,Math & Science,Yes,Yes,3.078
689,6,6,M,0,1,3.22,1210,Math & Science,Yes,No,
690,6,6,F,0,1,4.08,1100,Math & Science,Yes,No,
691,3,5,F,0,1,3.69,1170,Arts & Letters,No,No,
692,2,4,F,0,0,2.63,1130,Arts & Letters,No,No,
693,4,4,F,1,0,3.82,1100,Business & Economics,No,No,
694,7,6,F,1,0,3.84,1230,Math & Science,Yes,No,
695,1,1,F,0,0,3.50,660,Arts & Letters,No,No,
696,7,7,F,1,0,3.40,1050,Arts & Letters,No,No,
697,7,7,F,0,0,4.27,1450,Math & Science,Yes,No,
698,5,5,F,0,0,4.00,950,Business & Economics,No,No,
699,1,2,M,0,1,3.25,690,Business & Economics,No,No,
700,3,3,F,0,0,3.29,1010,Math & Science,No,No,
701,7,7,M,1,0,3.75,910,Math & Science,Yes,Yes,2.876
702,7,6,F,1,0,3.54,1290,Math & Science,No,No,
703,6,7,F,1,0,2.83,1040,Math & Science,No,No,
704,1,1,F,0,0,4.27,1230,Arts & Letters,Yes,No,
705,3,2,F,1,0,2.93,1100,Math & Science,No,No,
706,1,1,F,0,0,3.91,990,Math & Science,Yes,No,
707,6,6,M,1,0,3.86,980,Arts & Letters,No,Yes,3.026
708,4,3,F,0,1,4.12,1390,Math & Science,Yes,No,
709,2,1,M,0,1,4.15,1150,Math & Science,No,No,
710,5,4,M,0,0,3.36,1280,Math & Science,Yes,Yes,1.981
711,7,7,F,1,0,3.55,1020,Math & Science,No,No,
712,7,6,M,1,0,3.45,1350,Business & Economics,No,No,
713,6,6,M,1,0,4.09,1210,Business & Economics,Yes,No,
714,4,4,M,1,0,3.56,1130,Business & Economics,No,No,
715,6,5,M,1,0,3.90,1200,Business & Economics,Yes,Yes,3.575
716,7,7,F,1,0,3.78,1360,Math & Science,No,No,
717,7,6,M,0,0,3.57,1390,Business & Economics,No,No,
718,6,4,F,1,0,3.18,940,Business & Economics,No,No,
719,3,3,M,0,1,2.87,1200,Math & Science,No,No,
720,5,5,F,1,0,3.48,1150,Business & Economics,No,No,
721,4,5,F,1,0,3.40,1030,Arts & Letters,No,No,
722,7,6,F,1,0,3.86,1250,Business & Economics,Yes,No,
723,6,3,M,0,0,3.73,1230,Business & Economics,No,No,
724,7,6,M,1,0,3.64,1310,Math & Science,Yes,Yes,2.292
725,6,7,M,0,0,3.60,1190,Math & Science,No,No,
726,7,6,M,1,0,4.18,1470,Business & Economics,Yes,No,
727,1,2,F,0,0,2.62,770,Arts & Letters,No,No,
728,6,6,M,1,0,2.42,1210,Arts & Letters,No,No,
729,6,6,F,0,1,3.59,1070,Math & Science,No,No,
730,6,6,F,1,0,4.05,1390,Arts & Letters,No,No,
731,7,6,F,1,0,3.55,1370,Business & Economics,No,No,
732,6,6,M,1,0,3.95,1120,Math & Science,Yes,Yes,3.013
733,6,6,M,0,0,3.56,1140,Arts & Letters,No,No,
734,3,6,M,1,0,3.62,1430,Arts & Letters,No,No,
735,7,6,M,1,0,3.45,1250,Business & Economics,Yes,Yes,2.876
736,6,7,M,1,0,3.81,1170,Arts & Letters,No,No,
737,5,7,M,1,0,3.45,1080,Business & Economics,Yes,No,
738,6,7,F,1,0,3.62,1270,Math & Science,Yes,No,
739,7,7,F,1,0,3.73,1110,Arts & Letters,Yes,No,
740,6,5,M,1,0,3.85,1150,Math & Science,No,No,
741,1,1,F,0,1,3.85,1270,Arts & Letters,No,No,
742,7,6,M,1,0,4.40,1290,Math & Science,Yes,No,
743,4,4,F,1,0,4.15,1160,Math & Science,Yes,No,
744,7,6,M,1,0,3.50,1130,Arts & Letters,No,No,
745,5,7,M,1,0,3.60,1390,Arts & Letters,Yes,Yes,3.817
746,3,3,F,1,0,3.46,1010,Business & Economics,No,No,
747,7,6,M,1,0,3.30,1150,Business & Economics,No,No,
748,7,6,M,1,0,4.10,1460,Business & Economics,Yes,No,
749,3,3,M,0,1,3.64,1170,Math & Science,No,No,
750,6,6,M,0,0,3.58,1330,Arts & Letters,Yes,No,
751,7,6,M,0,1,4.14,1420,Business & Economics,Yes,No,
752,7,7,M,0,0,3.62,1100,Arts & Letters,No,No,
753,6,6,M,0,1,4.00,1170,Math & Science,No,No,
754,6,5,F,1,0,3.50,1060,Business & Economics,No,No,
755,6,6,F,1,0,3.50,950,Arts & Letters,No,No,
756,6,6,M,1,0,4.17,1150,Math & Science,Yes,No,
757,6,6,M,1,0,3.55,1430,Arts & Letters,No,Yes,3.730
758,6,7,M,1,0,4.09,1170,Math & Science,No,No,
759,4,4,M,1,0,4.22,1390,Math & Science,Yes,No,
760,7,6,F,1,0,4.07,1230,Math & Science,Yes,No,
761,7,7,M,1,0,2.82,1380,Arts & Letters,Yes,Yes,2.719
762,7,4,F,1,0,3.60,1160,Business & Economics,No,No,
763,3,3,M,0,0,3.05,1070,Business & Economics,No,No,
764,6,4,F,0,1,4.40,1320,Arts & Letters,No,No,
765,7,5,M,0,1,3.10,1130,Business & Economics,No,No,
766,7,5,M,0,1,3.77,1340,Business & Economics,No,No,
767,1,1,M,0,0,3.00,990,Math & Science,No,No,
768,6,4,M,1,0,3.17,1020,Business & Economics,No,No,
769,6,6,F,1,0,3.82,1140,Math & Science,No,No,
770,4,4,M,1,0,3.50,1300,Math & Science,No,No,
771,3,5,F,0,0,3.36,1000,Math & Science,No,No,
772,2,2,M,0,1,3.41,1260,Math & Science,Yes,Yes,3.276
773,6,6,M,1,0,4.09,1270,Arts & Letters,No,No,
774,7,3,M,1,0,2.45,1240,Math & Science,No,No,
775,7,7,M,0,1,4.04,1300,Business & Economics,Yes,Yes,2.966
776,6,4,F,1,0,4.17,1270,Arts & Letters,No,No,
777,6,4,F,1,0,4.04,1140,Arts & Letters,No,No,
778,5,4,F,0,0,3.17,1060,Math & Science,No,No,
779,6,4,M,1,0,3.73,1030,Business & Economics,No,No,
780,6,3,F,1,0,3.23,1220,Arts & Letters,No,No,
781,6,7,F,1,0,4.17,1390,Math & Science,Yes,No,
782,7,7,M,1,0,3.96,1160,Math & Science,Yes,Yes,3.146
783,3,5,M,1,0,3.58,1240,Math & Science,No,No,
784,6,6,M,1,0,4.17,1430,Arts & Letters,Yes,Yes,3.932
785,7,7,M,1,0,3.50,1240,Math & Science,No,No,
786,6,6,F,1,0,3.14,1250,Math & Science,No,No,
787,4,4,F,1,0,4.29,1150,Arts & Letters,Yes,No,
788,4,4,F,0,0,3.29,1060,Math & Science,No,No,
789,6,4,M,0,0,3.52,1140,Math & Science,No,No,
790,6,6,M,1,0,4.21,1280,Business & Economics,Yes,No,
791,3,7,F,1,0,3.47,1480,Math & Science,Yes,No,
792,7,7,M,1,0,4.27,1290,Business & Economics,Yes,Yes,3.937
793,6,7,F,1,0,4.18,1170,Arts & Letters,No,No,
794,6,6,M,1,0,3.50,1240,Arts & Letters,Yes,Yes,3.331
795,6,6,F,1,0,4.15,1410,Math & Science,Yes,No,
796,1,3,F,0,0,3.37,1040,Arts & Letters,No,No,
797,7,7,M,0,0,3.19,1060,Business & Economics,No,No,
798,4,4,M,0,1,3.75,1270,Math & Science,No,No,
799,7,6,M,1,0,3.59,980,Business & Economics,No,No,
800,2,4,M,1,0,3.96,1170,Math & Science,Yes,Yes,2.938
801,6,5,F,0,1,3.88,1250,Math & Science,No,No,
802,3,3,F,0,0,3.55,1350,Arts & Letters,No,No,
803,7,7,M,0,0,4.17,1300,Math & Science,Yes,No,
804,1,3,M,0,0,3.54,1210,Math & Science,No,No,
805,6,5,F,1,0,2.83,1050,Business & Economics,No,No,
806,4,4,M,1,0,3.58,1290,Arts & Letters,No,No,
807,6,4,F,0,1,3.20,1250,Arts & Letters,No,No,
808,3,3,M,1,0,3.64,1020,Business & Economics,No,No,
809,6,7,M,1,0,3.55,1410,Business & Economics,No,Yes,2.975
810,7,6,M,1,0,4.00,1130,Math & Science,Yes,Yes,3.249
811,4,6,F,0,0,3.00,740,Arts & Letters,No,No,
812,6,4,F,1,0,4.14,1190,Arts & Letters,No,No,
813,6,6,F,1,0,3.93,1360,Math & Science,No,No,
814,7,6,M,1,0,3.38,1240,Math & Science,No,No,
815,4,7,F,0,0,3.18,1000,Arts & Letters,No,No,
816,6,3,F,1,0,3.16,1040,Arts & Letters,No,No,
817,5,4,F,0,0,3.52,1180,Arts & Letters,No,No,
818,7,3,M,1,0,4.25,1400,Business & Economics,Yes,No,
819,4,4,M,0,0,3.64,1130,Arts & Letters,No,No,
820,6,6,M,1,0,3.40,1310,Business & Economics,No,No,
821,4,7,M,0,0,3.50,1170,Arts & Letters,No,No,
822,4,4,M,1,0,3.79,1220,Business & Economics,No,No,
823,5,3,M,1,0,4.17,1080,Arts & Letters,Yes,Yes,3.478
824,4,5,F,1,0,3.55,1040,Arts & Letters,No,No,
825,4,4,F,1,0,3.28,1220,Arts & Letters,No,No,
826,6,4,F,0,0,3.71,1370,Math & Science,Yes,No,
827,6,4,M,0,0,3.50,950,Math & Science,No,No,
828,6,6,M,0,0,3.17,980,Business & Economics,No,No,
829,7,4,M,1,0,3.62,1340,Math & Science,No,No,
830,7,7,F,1,0,3.95,1140,Math & Science,No,No,
831,7,7,F,1,0,3.71,1260,Business & Economics,No,No,
832,3,3,F,1,0,3.89,940,Business & Economics,No,No,
833,7,6,F,1,0,4.27,1560,Arts & Letters,Yes,No,
834,3,2,F,0,1,3.62,1130,Business & Economics,No,No,
835,3,4,F,0,0,3.85,1130,Math & Science,No,No,
836,3,3,M,0,0,3.26,1250,Math & Science,No,No,
837,3,3,M,1,0,4.20,1150,Business & Economics,Yes,Yes,3.373
838,7,7,M,1,0,3.05,1350,Math & Science,No,No,
839,7,6,M,1,0,3.05,1150,Business & Economics,No,No,
840,7,7,M,0,0,3.14,1180,Business & Economics,No,No,
841,4,4,M,1,0,2.75,1000,Business & Economics,No,Yes,2.595
842,6,4,F,1,0,4.33,1220,Math & Science,No,No,
843,5,7,M,1,0,3.60,1060,Business & Economics,No,No,
844,6,6,F,0,1,3.35,990,Arts & Letters,No,No,
845,6,7,M,1,0,2.92,1270,Business & Economics,No,No,
846,3,6,M,1,0,3.65,1310,Business & Economics,No,No,
847,6,6,M,1,0,3.75,1300,Business & Economics,Yes,Yes,2.980
848,6,6,M,1,0,4.40,1410,Business & Economics,Yes,No,
849,6,7,M,1,0,3.71,1210,Arts & Letters,No,No,
850,6,6,M,1,0,3.75,1430,Business & Economics,Yes,No,
851,6,6,M,1,0,2.37,1060,Business & Economics,No,No,
852,7,7,F,1,0,3.68,1160,Math & Science,No,No,
853,3,3,M,1,0,4.18,1490,Arts & Letters,No,Yes,3.040
